panel,seed,step,RMSE,p
linear,0,91,0.028192419558763504,1
linear,0,92,0.02819242514669895,1
linear,0,93,0.0281924270093441,1
linear,0,94,0.02819242887198925,1
linear,0,95,0.02819242887198925,1
linear,0,96,0.02819242887198925,1
linear,0,97,0.0281924307346344,1
linear,0,98,0.0281924307346344,1
linear,0,99,0.02819243259727955,1
linear,0,100,0.02819243259727955,1
linear,0,101,0.028192441910505295,1
linear,0,102,0.028192441910505295,1
linear,0,103,0.028192445635795593,1
linear,0,104,0.028192443773150444,1
linear,0,105,0.028192445635795593,1
linear,0,106,0.028192447498440742,1
linear,0,107,0.02819245308637619,1
linear,0,108,0.02819245308637619,1
linear,0,109,0.02819245308637619,1
linear,0,110,0.02819245681166649,1
linear,0,111,0.028192458674311638,1
linear,0,112,0.028192458674311638,1
linear,0,113,0.028192460536956787,1
linear,0,114,0.028192462399601936,1
linear,0,115,0.028192462399601936,1
linear,0,116,0.028192467987537384,1
linear,0,117,0.028192469850182533,1
linear,0,118,0.028192471712827682,1
linear,0,119,0.028192471712827682,1
linear,0,120,0.02819247357547283,1
linear,0,121,0.02819247543811798,1
linear,0,122,0.02819247357547283,1
linear,0,123,0.02819247916340828,1
linear,0,124,0.02819247916340828,1
linear,0,125,0.02819247730076313,1
linear,0,126,0.02819247730076313,1
linear,0,127,0.028192482888698578,1
linear,0,128,0.028192482888698578,1
linear,0,129,0.028192484751343727,1
linear,0,130,0.02819248102605343,1
linear,0,131,0.028192484751343727,1
linear,0,132,0.028192488476634026,1
linear,0,133,0.028192490339279175,1
linear,0,134,0.028192488476634026,1
linear,0,135,0.028192490339279175,1
linear,0,136,0.028192490339279175,1
linear,0,137,0.028192492201924324,1
linear,0,138,0.028192492201924324,1
linear,0,139,0.028192494064569473,1
linear,0,140,0.02819249965250492,1
linear,0,141,0.02819249965250492,1
linear,0,142,0.02819250151515007,1
linear,0,143,0.02819250151515007,1
linear,0,144,0.02819250337779522,1
linear,0,145,0.02819250524044037,1
linear,0,146,0.02819250524044037,1
linear,0,147,0.028192512691020966,1
linear,0,148,0.028192510828375816,1
linear,0,149,0.028192512691020966,1
linear,0,150,0.02819250524044037,1
linear,0,151,0.028192512691020966,1
linear,0,152,0.028192512691020966,1
linear,0,153,0.028192507103085518,1
linear,0,154,0.028192512691020966,1
linear,0,155,0.028192516416311264,1
linear,0,156,0.028192518278956413,1
linear,0,157,0.028192520141601562,1
linear,0,158,0.028192520141601562,1
linear,0,159,0.028192518278956413,1
linear,0,160,0.028192520141601562,1
linear,0,161,0.02819252200424671,1
linear,0,162,0.02819252200424671,1
linear,0,163,0.028192520141601562,1
linear,0,164,0.02819252386689186,1
linear,0,165,0.02819252386689186,1
linear,0,166,0.02819252759218216,1
linear,0,167,0.02819252572953701,2
linear,0,168,0.02819252759218216,2
linear,0,169,0.02819252759218216,2
linear,0,170,0.028191745281219482,2
linear,0,171,0.028191709890961647,2
linear,0,172,0.028191741555929184,2
linear,0,173,0.02819179557263851,2
linear,0,174,0.028191765770316124,2
linear,0,175,0.02819150872528553,2
linear,0,176,0.028191521763801575,2
linear,0,177,0.028191501274704933,2
linear,0,178,0.02819150872528553,2
linear,0,179,0.028191495686769485,2
linear,0,180,0.02819148637354374,2
linear,0,181,0.02819148823618889,2
linear,0,182,0.028191467747092247,2
linear,0,183,0.02819148451089859,2
linear,0,184,0.028191471472382545,2
linear,0,185,0.028191471472382545,2
linear,0,186,0.028191473335027695,2
linear,0,187,0.02819146029651165,2
linear,0,188,0.028191465884447098,2
linear,0,189,0.02819146402180195,2
linear,0,190,0.028191471472382545,2
linear,0,191,0.028191465884447098,2
linear,0,192,0.028191471472382545,2
linear,0,193,0.028191473335027695,2
linear,0,194,0.028191471472382545,2
linear,0,195,0.028191477060317993,2
linear,0,196,0.028191473335027695,2
linear,0,197,0.028191471472382545,2
linear,0,198,0.028191475197672844,2
linear,0,199,0.028191477060317993,2
linear,0,200,0.02819148451089859,2
linear,0,201,0.02819148637354374,2
linear,0,202,0.02819148451089859,2
linear,0,203,0.02819148451089859,2
linear,0,204,0.02819148637354374,2
linear,0,205,0.028191495686769485,2
linear,0,206,0.028191493824124336,2
linear,0,207,0.028191491961479187,2
linear,0,208,0.028191493824124336,2
linear,0,209,0.028191497549414635,2
linear,0,210,0.028191501274704933,2
linear,0,211,0.028191501274704933,2
linear,0,212,0.028191503137350082,2
linear,0,213,0.028191501274704933,2
linear,0,214,0.028191503137350082,2
linear,0,215,0.02819150686264038,2
linear,0,216,0.02819151058793068,2
linear,0,217,0.02819151058793068,2
linear,0,218,0.02819151058793068,2
linear,0,219,0.02819151058793068,2
linear,0,220,0.028191514313220978,2
linear,0,221,0.028191519901156425,2
linear,0,222,0.028191518038511276,2
linear,0,223,0.028191518038511276,2
linear,0,224,0.028191518038511276,2
linear,0,225,0.028191527351737022,2
linear,0,226,0.028191523626446724,2
linear,0,227,0.028191523626446724,2
linear,0,228,0.028191523626446724,2
linear,0,229,0.02819152921438217,2
linear,0,230,0.02819152921438217,2
linear,0,231,0.02819153107702732,2
linear,0,232,0.02819152921438217,2
linear,0,233,0.028191527351737022,2
linear,0,234,0.02819152921438217,2
linear,0,235,0.02819152921438217,2
linear,0,236,0.02819153293967247,2
linear,0,237,0.02819153107702732,2
linear,0,238,0.02819153107702732,2
linear,0,239,0.02819153107702732,2
linear,0,240,0.02819153480231762,2
linear,0,241,0.02819153480231762,2
linear,0,242,0.02819153107702732,2
linear,0,243,0.02819153293967247,2
linear,0,244,0.02819153293967247,2
linear,0,245,0.028191540390253067,2
linear,0,246,0.028191540390253067,2
linear,0,247,0.028191538527607918,2
linear,0,248,0.028191538527607918,2
linear,0,249,0.02819153480231762,2
linear,0,250,0.028191545978188515,2
linear,0,251,0.028191538527607918,2
linear,0,252,0.028191540390253067,2
linear,0,253,0.028191542252898216,2
linear,0,254,0.028191540390253067,2
linear,0,255,0.028191547840833664,2
linear,0,256,0.028191545978188515,2
linear,0,257,0.028191542252898216,2
linear,0,258,0.028191542252898216,2
linear,0,259,0.028191544115543365,2
linear,0,260,0.028191547840833664,2
linear,0,261,0.028191544115543365,2
linear,0,262,0.028191544115543365,2
linear,0,263,0.028191547840833664,2
linear,0,264,0.028191545978188515,2
linear,0,265,0.02819155342876911,2
linear,0,266,0.028191547840833664,2
linear,0,267,0.028191547840833664,2
linear,0,268,0.028191549703478813,2
linear,0,269,0.028191549703478813,2
linear,0,270,0.02819156087934971,2
linear,0,271,0.02819155529141426,2
linear,0,272,0.02819155342876911,2
linear,0,273,0.028191551566123962,2
linear,0,274,0.02819155529141426,2
linear,0,275,0.028191562741994858,2
linear,0,276,0.028191551566123962,2
linear,0,277,0.02819155342876911,2
linear,0,278,0.02819155529141426,2
linear,0,279,0.02819155901670456,2
linear,0,280,0.028191570192575455,2
linear,0,281,0.028191562741994858,2
linear,0,282,0.028191562741994858,2
linear,0,283,0.02819155901670456,2
linear,0,284,0.02819156087934971,2
linear,0,285,0.028191568329930305,2
linear,0,286,0.028191562741994858,2
linear,0,287,0.02819156087934971,2
linear,0,288,0.02819156087934971,2
linear,0,289,0.02819155901670456,2
linear,0,290,0.028191572055220604,2
linear,0,291,0.028191562741994858,2
linear,0,292,0.028191566467285156,2
linear,0,293,0.028191564604640007,2
linear,0,294,0.028191568329930305,2
linear,0,295,0.02819157764315605,2
linear,0,296,0.028191562741994858,2
linear,0,297,0.028191564604640007,2
linear,0,298,0.028191562741994858,2
linear,0,299,0.028191566467285156,2
linear,0,300,0.028191575780510902,2
linear,0,301,0.028191568329930305,2
linear,0,302,0.028191566467285156,2
linear,0,303,0.028191568329930305,2
linear,0,304,0.028191570192575455,2
linear,0,305,0.02819158136844635,2
linear,0,306,0.028191572055220604,2
linear,0,307,0.028191570192575455,2
linear,0,308,0.028191570192575455,2
linear,0,309,0.028191572055220604,2
linear,0,310,0.028191586956381798,2
linear,0,311,0.028191572055220604,2
linear,0,312,0.028191575780510902,2
linear,0,313,0.028191570192575455,2
linear,0,314,0.0281915795058012,2
linear,0,315,0.028191586956381798,2
linear,0,316,0.028191575780510902,2
linear,0,317,0.0281915795058012,2
linear,0,318,0.028191575780510902,2
linear,0,319,0.0281915795058012,2
linear,0,320,0.02819158509373665,2
linear,0,321,0.02819157764315605,2
linear,0,322,0.0281915832310915,2
linear,0,323,0.028191575780510902,2
linear,0,324,0.02819158509373665,2
linear,0,325,0.028191594406962395,2
linear,0,326,0.0281915795058012,2
linear,0,327,0.0281915832310915,2
linear,0,328,0.0281915795058012,2
linear,0,329,0.02819158509373665,2
linear,0,330,0.028191594406962395,2
linear,0,331,0.02819158136844635,2
linear,0,332,0.02819158509373665,2
linear,0,333,0.0281915795058012,3
linear,0,334,0.0281915832310915,3
linear,0,335,0.02818913385272026,3
linear,0,336,0.028189271688461304,3
linear,0,337,0.028189659118652344,3
linear,0,338,0.02818950079381466,3
linear,0,339,0.028189146891236305,3
linear,0,340,0.028187977150082588,3
linear,0,341,0.028187653049826622,3
linear,0,342,0.028187667950987816,3
linear,0,343,0.02818777970969677,3
linear,0,344,0.028187744319438934,3
linear,0,345,0.02818649634718895,3
linear,0,346,0.0281864944845438,3
linear,0,347,0.028186578303575516,3
linear,0,348,0.028186438605189323,3
linear,0,349,0.028186511248350143,3
linear,0,350,0.02818603441119194,3
linear,0,351,0.028186019510030746,3
linear,0,352,0.028186054900288582,3
linear,0,353,0.028185956180095673,3
linear,0,354,0.028186047449707985,3
linear,0,355,0.028185682371258736,3
linear,0,356,0.028185715898871422,3
linear,0,357,0.02818572334945202,3
linear,0,358,0.028185656294226646,3
linear,0,359,0.02818572334945202,3
linear,0,360,0.028185537084937096,3
linear,0,361,0.02818557247519493,3
linear,0,362,0.028185566887259483,3
linear,0,363,0.028185520321130753,3
linear,0,364,0.028185579925775528,3
linear,0,365,0.028185447677969933,3
linear,0,366,0.02818547561764717,3
linear,0,367,0.02818547561764717,3
linear,0,368,0.028185436502099037,3
linear,0,369,0.02818548120558262,3
linear,0,370,0.028185414150357246,3
linear,0,371,0.028185412287712097,3
linear,0,372,0.028185423463582993,3
linear,0,373,0.028185391798615456,3
linear,0,374,0.028185423463582993,3
linear,0,375,0.028185389935970306,3
linear,0,376,0.02818537876009941,3
linear,0,377,0.02818538434803486,3
linear,0,378,0.028185367584228516,3
linear,0,379,0.028185386210680008,3
linear,0,380,0.028185363858938217,3
linear,0,381,0.028185352683067322,3
linear,0,382,0.02818535827100277,3
linear,0,383,0.028185348957777023,3
linear,0,384,0.02818536013364792,3
linear,0,385,0.028185345232486725,3
linear,0,386,0.02818533591926098,3
linear,0,387,0.028185341507196426,3
linear,0,388,0.02818533219397068,3
linear,0,389,0.028185341507196426,3
linear,0,390,0.02818533219397068,3
linear,0,391,0.028185321018099785,3
linear,0,392,0.028185322880744934,3
linear,0,393,0.028185315430164337,3
linear,0,394,0.028185326606035233,3
linear,0,395,0.028185326606035233,3
linear,0,396,0.028185313567519188,3
linear,0,397,0.028185313567519188,3
linear,0,398,0.02818531170487404,3
linear,0,399,0.028185317292809486,3
linear,0,400,0.028185322880744934,3
linear,0,401,0.02818531170487404,3
linear,0,402,0.02818531170487404,3
linear,0,403,0.02818530797958374,3
linear,0,404,0.028185313567519188,3
linear,0,405,0.028185317292809486,3
linear,0,406,0.02818530611693859,3
linear,0,407,0.02818530611693859,3
linear,0,408,0.028185304254293442,3
linear,0,409,0.02818531170487404,3
linear,0,410,0.02818530797958374,3
linear,0,411,0.028185302391648293,3
linear,0,412,0.028185304254293442,3
linear,0,413,0.028185304254293442,3
linear,0,414,0.02818530611693859,3
linear,0,415,0.02818531170487404,3
linear,0,416,0.02818530611693859,3
linear,0,417,0.028185302391648293,3
linear,0,418,0.028185304254293442,3
linear,0,419,0.02818531170487404,3
linear,0,420,0.028185313567519188,3
linear,0,421,0.02818530797958374,3
linear,0,422,0.02818530797958374,3
linear,0,423,0.028185304254293442,3
linear,0,424,0.02818530797958374,3
linear,0,425,0.02818530984222889,3
linear,0,426,0.028185304254293442,3
linear,0,427,0.028185304254293442,3
linear,0,428,0.028185304254293442,3
linear,0,429,0.02818530797958374,3
linear,0,430,0.02818530797958374,3
linear,0,431,0.02818531170487404,3
linear,0,432,0.028185304254293442,3
linear,0,433,0.02818530797958374,3
linear,0,434,0.02818531170487404,3
linear,0,435,0.02818531170487404,3
linear,0,436,0.02818530611693859,3
linear,0,437,0.02818530797958374,3
linear,0,438,0.02818530797958374,3
linear,0,439,0.028185313567519188,3
linear,0,440,0.028185313567519188,3
linear,0,441,0.02818530984222889,3
linear,0,442,0.028185315430164337,3
linear,0,443,0.02818531170487404,3
linear,0,444,0.02818531170487404,3
linear,0,445,0.02818531170487404,3
linear,0,446,0.028185313567519188,3
linear,0,447,0.02818530984222889,3
linear,0,448,0.02818531170487404,3
linear,0,449,0.028185317292809486,3
linear,0,450,0.028185313567519188,3
linear,0,451,0.02818531170487404,3
linear,0,452,0.02818531170487404,3
linear,0,453,0.02818531170487404,3
linear,0,454,0.028185315430164337,3
linear,0,455,0.028185315430164337,3
linear,0,456,0.028185315430164337,3
linear,0,457,0.028185313567519188,3
linear,0,458,0.02818531170487404,3
linear,0,459,0.028185319155454636,3
linear,0,460,0.028185321018099785,3
linear,0,461,0.028185313567519188,3
linear,0,462,0.028185315430164337,3
linear,0,463,0.028185317292809486,3
linear,0,464,0.028185321018099785,3
linear,0,465,0.028185321018099785,3
linear,0,466,0.028185319155454636,3
linear,0,467,0.028185315430164337,3
linear,0,468,0.028185317292809486,3
linear,0,469,0.028185319155454636,3
linear,0,470,0.028185324743390083,3
linear,0,471,0.028185322880744934,3
linear,0,472,0.028185315430164337,3
linear,0,473,0.028185322880744934,3
linear,0,474,0.028185322880744934,3
linear,0,475,0.028185324743390083,3
linear,0,476,0.028185322880744934,3
linear,0,477,0.028185319155454636,3
linear,0,478,0.028185322880744934,3
linear,0,479,0.028185322880744934,3
linear,0,480,0.028185319155454636,3
linear,0,481,0.028185321018099785,3
linear,0,482,0.028185321018099785,3
linear,0,483,0.028185322880744934,3
linear,0,484,0.028185322880744934,3
linear,0,485,0.028185326606035233,3
linear,0,486,0.028185322880744934,3
linear,0,487,0.028185322880744934,3
linear,0,488,0.028185326606035233,3
linear,0,489,0.028185328468680382,3
linear,0,490,0.028185328468680382,3
linear,0,491,0.028185326606035233,3
linear,0,492,0.028185324743390083,3
linear,0,493,0.028185322880744934,3
linear,0,494,0.028185326606035233,3
linear,0,495,0.028185328468680382,3
linear,0,496,0.028185322880744934,3
linear,0,497,0.028185322880744934,3
linear,0,498,0.028185326606035233,3
linear,0,499,0.028185324743390083,3
linear,0,500,0.028183454647660255,4
linear,0,501,0.02818354032933712,4
linear,0,502,0.028183598071336746,4
linear,0,503,0.02818349190056324,4
linear,0,504,0.028183460235595703,4
linear,0,505,0.028183434158563614,4
linear,0,506,0.028183387592434883,4
linear,0,507,0.028183359652757645,4
linear,0,508,0.028183357790112495,4
linear,0,509,0.028183378279209137,4
linear,0,510,0.028183337301015854,4
linear,0,511,0.028183316811919212,4
linear,0,512,0.028183327987790108,4
linear,0,513,0.02818332612514496,4
linear,0,514,0.02818331867456436,4
linear,0,515,0.02818331867456436,4
linear,0,516,0.028183303773403168,4
linear,0,517,0.028183307498693466,4
linear,0,518,0.028183309361338615,4
linear,0,519,0.028183309361338615,4
linear,0,520,0.028183311223983765,4
linear,0,521,0.028183303773403168,4
linear,0,522,0.02818329818546772,4
linear,0,523,0.028183303773403168,4
linear,0,524,0.02818330191075802,4
linear,0,525,0.02818330004811287,4
linear,0,526,0.02818329818546772,4
linear,0,527,0.028183292597532272,4
linear,0,528,0.02818329632282257,4
linear,0,529,0.02818329632282257,4
linear,0,530,0.02818329818546772,4
linear,0,531,0.02818329632282257,4
linear,0,532,0.02818329818546772,4
linear,0,533,0.028183292597532272,4
linear,0,534,0.02818329818546772,4
linear,0,535,0.02818330004811287,4
linear,0,536,0.02818329446017742,4
linear,0,537,0.02818329818546772,4
linear,0,538,0.02818329818546772,4
linear,0,539,0.02818329818546772,4
linear,0,540,0.02818329632282257,4
linear,0,541,0.02818329818546772,4
linear,0,542,0.02818329818546772,4
linear,0,543,0.028183292597532272,4
linear,0,544,0.028183292597532272,4
linear,0,545,0.02818329818546772,4
linear,0,546,0.02818329818546772,4
linear,0,547,0.02818329632282257,4
linear,0,548,0.02818329818546772,4
linear,0,549,0.02818329632282257,4
linear,0,550,0.02818329446017742,4
linear,0,551,0.02818329446017742,4
linear,0,552,0.028183290734887123,4
linear,0,553,0.028183292597532272,4
linear,0,554,0.02818329446017742,4
linear,0,555,0.028183292597532272,4
linear,0,556,0.02818329446017742,4
linear,0,557,0.028183292597532272,4
linear,0,558,0.028183292597532272,4
linear,0,559,0.02818329446017742,4
linear,0,560,0.02818329446017742,4
linear,0,561,0.02818329632282257,4
linear,0,562,0.028183292597532272,4
linear,0,563,0.02818329446017742,4
linear,0,564,0.028183292597532272,4
linear,0,565,0.02818329446017742,4
linear,0,566,0.028183287009596825,4
linear,0,567,0.028183290734887123,4
linear,0,568,0.028183290734887123,4
linear,0,569,0.028183285146951675,4
linear,0,570,0.028183292597532272,4
linear,0,571,0.02818329446017742,4
linear,0,572,0.028183288872241974,4
linear,0,573,0.028183292597532272,4
linear,0,574,0.028183292597532272,4
linear,0,575,0.028183290734887123,4
linear,0,576,0.028183290734887123,4
linear,0,577,0.028183292597532272,4
linear,0,578,0.028183290734887123,4
linear,0,579,0.028183292597532272,4
linear,0,580,0.02818329632282257,4
linear,0,581,0.02818329632282257,4
linear,0,582,0.02818329632282257,4
linear,0,583,0.028183290734887123,4
linear,0,584,0.02818329446017742,4
linear,0,585,0.02818329632282257,4
linear,0,586,0.02818329818546772,4
linear,0,587,0.02818329446017742,4
linear,0,588,0.02818329818546772,4
linear,0,589,0.02818329446017742,4
linear,0,590,0.02818329446017742,4
linear,0,591,0.028183292597532272,4
linear,0,592,0.02818329446017742,4
linear,0,593,0.02818329446017742,4
linear,0,594,0.02818329446017742,4
linear,0,595,0.02818329446017742,4
linear,0,596,0.02818329446017742,4
linear,0,597,0.02818329818546772,4
linear,0,598,0.02818330004811287,4
linear,0,599,0.02818329446017742,4
linear,0,600,0.02818330004811287,4
linear,0,601,0.02818329632282257,4
linear,0,602,0.02818329446017742,4
linear,0,603,0.02818330191075802,4
linear,0,604,0.02818330004811287,4
linear,0,605,0.02818330191075802,4
linear,0,606,0.02818330004811287,4
linear,0,607,0.02818329818546772,4
linear,0,608,0.02818330004811287,4
linear,0,609,0.028183303773403168,4
linear,0,610,0.02818330191075802,4
linear,0,611,0.028183303773403168,4
linear,0,612,0.02818330004811287,4
linear,0,613,0.02818330191075802,4
linear,0,614,0.028183307498693466,4
linear,0,615,0.02818330004811287,4
linear,0,616,0.02818330191075802,4
linear,0,617,0.02818330191075802,4
linear,0,618,0.02818330004811287,4
linear,0,619,0.028183303773403168,4
linear,0,620,0.02818329818546772,4
linear,0,621,0.02818329446017742,4
linear,0,622,0.02818330191075802,4
linear,0,623,0.02818330004811287,4
linear,0,624,0.02818329818546772,4
linear,0,625,0.02818330191075802,4
linear,0,626,0.028183303773403168,4
linear,0,627,0.02818330191075802,4
linear,0,628,0.028183303773403168,4
linear,0,629,0.028183303773403168,4
linear,0,630,0.028183303773403168,4
linear,0,631,0.028183303773403168,4
linear,0,632,0.028183303773403168,4
linear,0,633,0.028183307498693466,4
linear,0,634,0.028183305636048317,4
linear,0,635,0.02818330191075802,4
linear,0,636,0.028183303773403168,4
linear,0,637,0.028183303773403168,4
linear,0,638,0.028183309361338615,4
linear,0,639,0.028183305636048317,4
linear,0,640,0.028183307498693466,4
linear,0,641,0.028183307498693466,4
linear,0,642,0.028183307498693466,4
linear,0,643,0.028183309361338615,4
linear,0,644,0.028183307498693466,4
linear,0,645,0.028183309361338615,4
linear,0,646,0.028183303773403168,4
linear,0,647,0.028183303773403168,4
linear,0,648,0.028183307498693466,4
linear,0,649,0.028183305636048317,4
linear,0,650,0.028183309361338615,4
linear,0,651,0.028183307498693466,4
linear,0,652,0.028183309361338615,4
linear,0,653,0.028183309361338615,4
linear,0,654,0.028183309361338615,4
linear,0,655,0.028183309361338615,4
linear,0,656,0.028183309361338615,4
linear,0,657,0.028183307498693466,4
linear,0,658,0.028183309361338615,4
linear,0,659,0.028183309361338615,4
linear,0,660,0.028183311223983765,4
linear,0,661,0.028183311223983765,4
linear,0,662,0.028183309361338615,4
linear,0,663,0.028183311223983765,4
linear,0,664,0.028183309361338615,4
linear,0,665,0.028183311223983765,4
linear,0,666,0.028183316811919212,4
linear,0,667,0.028183311223983765,5
linear,0,668,0.028183311223983765,5
linear,0,669,0.028183316811919212,5
linear,0,670,0.028182124719023705,5
linear,0,671,0.02818230912089348,5
linear,0,672,0.028182219713926315,5
linear,0,673,0.028182143345475197,5
linear,0,674,0.028182171285152435,5
linear,0,675,0.028182033449411392,5
linear,0,676,0.028182048350572586,5
linear,0,677,0.0281820185482502,5
linear,0,678,0.02818198874592781,5
linear,0,679,0.028181999921798706,5
linear,0,680,0.02818186767399311,5
linear,0,681,0.02818189188838005,5
linear,0,682,0.02818186953663826,5
linear,0,683,0.028181832283735275,5
linear,0,684,0.028181858360767365,5
linear,0,685,0.028181781992316246,5
linear,0,686,0.02818179689347744,5
linear,0,687,0.028181765228509903,5
linear,0,688,0.02818175218999386,5
linear,0,689,0.028181783854961395,5
linear,0,690,0.028181694447994232,5
linear,0,691,0.028181716799736023,5
linear,0,692,0.028181692585349083,5
linear,0,693,0.028181683272123337,5
linear,0,694,0.028181711211800575,5
linear,0,695,0.0281816516071558,5
linear,0,696,0.028181668370962143,5
linear,0,697,0.028181657195091248,5
linear,0,698,0.0281816516071558,5
linear,0,699,0.028181670233607292,5
linear,0,700,0.02818162553012371,5
linear,0,701,0.028181632980704308,5
linear,0,702,0.028181632980704308,5
linear,0,703,0.02818162739276886,5
linear,0,704,0.028181644156575203,5
linear,0,705,0.028181608766317368,5
linear,0,706,0.028181610628962517,5
linear,0,707,0.028181614354252815,5
linear,0,708,0.02818160690367222,5
linear,0,709,0.028181616216897964,5
linear,0,710,0.028181595727801323,5
linear,0,711,0.028181597590446472,5
linear,0,712,0.02818160131573677,5
linear,0,713,0.028181592002511024,5
linear,0,714,0.02818160504102707,5
linear,0,715,0.028181586414575577,5
linear,0,716,0.028181584551930428,5
linear,0,717,0.028181592002511024,5
linear,0,718,0.028181584551930428,5
linear,0,719,0.028181593865156174,5
linear,0,720,0.02818157896399498,5
linear,0,721,0.02818158268928528,5
linear,0,722,0.028181584551930428,5
linear,0,723,0.02818157896399498,5
linear,0,724,0.028181584551930428,5
linear,0,725,0.02818158082664013,5
linear,0,726,0.02818157710134983,5
linear,0,727,0.02818157896399498,5
linear,0,728,0.02818157710134983,5
linear,0,729,0.02818158082664013,5
linear,0,730,0.02818157523870468,5
linear,0,731,0.02818158082664013,5
linear,0,732,0.028181567788124084,5
linear,0,733,0.028181573376059532,5
linear,0,734,0.02818158082664013,5
linear,0,735,0.028181584551930428,5
linear,0,736,0.02818157710134983,5
linear,0,737,0.028181567788124084,5
linear,0,738,0.02818157710134983,5
linear,0,739,0.02818157710134983,5
linear,0,740,0.02818157896399498,5
linear,0,741,0.028181593865156174,5
linear,0,742,0.028181565925478935,5
linear,0,743,0.02818157710134983,5
linear,0,744,0.028181590139865875,5
linear,0,745,0.02818160317838192,5
linear,0,746,0.02818160131573677,5
linear,0,747,0.028181571513414383,5
linear,0,748,0.028181590139865875,5
linear,0,749,0.028181590139865875,5
linear,0,750,0.02818160317838192,5
linear,0,751,0.028181634843349457,5
linear,0,752,0.028181564062833786,5
linear,0,753,0.028181584551930428,5
linear,0,754,0.028181612491607666,5
linear,0,755,0.02818167768418789,5
linear,0,756,0.02818167954683304,5
linear,0,757,0.02818158268928528,5
linear,0,758,0.028181632980704308,5
linear,0,759,0.028181640431284904,5
linear,0,760,0.028181690722703934,5
linear,0,761,0.028181767091155052,5
linear,0,762,0.02818158082664013,5
linear,0,763,0.028181644156575203,5
linear,0,764,0.028181709349155426,5
linear,0,765,0.028181850910186768,5
linear,0,766,0.028181878849864006,5
linear,0,767,0.028181597590446472,5
linear,0,768,0.028181739151477814,5
linear,0,769,0.028181778267025948,5
linear,0,770,0.02818194404244423,5
linear,0,771,0.028182093054056168,5
linear,0,772,0.028181608766317368,5
linear,0,773,0.02818181738257408,5
linear,0,774,0.028181934729218483,5
linear,0,775,0.028182342648506165,5
